C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_154.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_154.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_154.jpg, 0, 0, 0, 8.189547E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_257.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_257.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_257.jpg, 0, 0, 0, 8.081001E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_362.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_362.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_362.jpg, 0, 0, 0, 8.408986E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_469.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_469.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_469.jpg, 0, 0, 0, 7.926385E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_574.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_574.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_574.jpg, 0, 0, 0, 8.032729E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_676.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_676.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_676.jpg, 0, 0, 0, 7.839347E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_778.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_778.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_778.jpg, 0, 0, 0, 7.908411E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_880.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_880.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_880.jpg, 0, 0, 0, 7.81404E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_16_986.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_16_986.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_16_986.jpg, 0, 0, 0, 7.953175E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_17_090.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_17_090.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_17_090.jpg, 0, 0, 0, 7.95915E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_17_191.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_17_191.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_17_191.jpg, 0, 0, 0, 7.800445E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_17_294.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_17_294.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_17_294.jpg, 0, 0, 0, 8.110773E-05
C:\Users\2247\Desktop\finding-lanes\Data\IMG\center_2019_04_26_22_46_17_395.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\left_2019_04_26_22_46_17_395.jpg, C:\Users\2247\Desktop\finding-lanes\Data\IMG\right_2019_04_26_22_46_17_395.jpg, 0, 0, 0, 7.892656E-05
